CAL_DT,STORE_KEY,PROD_KEY,INVENTORY_ON_HAND_QTY,INVENTORY_ON_ORDER_QTY,OUT_OF_STOCK_FLG,WASTE_QTY,PROMOTION_FLG,NEXT_DELIVERY_DT
2020-01-03,25,36,27.7,79.74,0,5.77,True,2020-01-09
2020-03-06,14,45,57.55,48.78,1,7.67,False,2020-03-10
2020-03-13,50,21,65.96,78.37,0,3.42,True,2020-03-18
2020-01-18,5,18,70.69,39.87,1,7.91,True,2020-01-22
2020-01-19,13,65,67.83,69.78,1,4.53,False,2020-01-20
2020-03-28,13,21,81.37,79.11,0,4.95,False,2020-04-01
2020-02-16,40,21,63.92,37.41,0,9.8,False,2020-02-19
2020-02-01,9,100,12.6,39.08,1,7.92,False,2020-02-05
2020-02-13,32,52,68.28,38.45,0,8.24,True,2020-02-15
2020-02-28,38,94,79.99,56.31,0,6.24,False,2020-03-05
2020-01-04,13,76,43.85,58.41,1,7.5,False,2020-01-11
2020-03-09,4,88,89.45,58.97,0,9.17,False,2020-03-16
2020-02-10,33,100,20.33,0.87,1,5.87,True,2020-02-17
2020-03-20,25,1,72.53,49.67,0,4.22,False,2020-03-23
2020-03-05,14,80,71.88,78.81,0,0.77,True,2020-03-08
2020-01-03,50,84,26.94,63.09,0,0.64,True,2020-01-06
2020-03-28,38,65,40.4,5.96,1,1.49,False,2020-04-01
2020-03-20,28,35,59.74,98.76,1,6.69,False,2020-03-27
2020-02-09,27,79,24.11,81.22,1,7.75,False,2020-02-10
2020-02-07,33,57,96.97,66.12,1,4.42,True,2020-02-13
2020-01-28,34,64,83.49,42.09,1,4.82,True,2020-02-04
2020-02-06,28,98,61.32,93.62,1,3.58,False,2020-02-10
2020-03-22,9,92,62.35,75.48,1,9.29,True,2020-03-29
2020-03-19,11,30,72.8,97.62,0,9.11,False,2020-03-22
2020-03-20,38,51,21.74,83.84,0,3.73,True,2020-03-23
2020-02-29,4,17,85.92,47.92,0,3.48,False,2020-03-05
2020-01-18,34,85,75.44,47.71,0,5.49,False,2020-01-24
2020-01-11,50,15,19.62,5.07,1,5.5,False,2020-01-14
2020-04-07,15,74,9.56,77.62,0,6.04,False,2020-04-09
2020-02-22,39,82,58.89,33.92,0,8.02,False,2020-02-26
2020-01-29,31,73,51.31,62.1,0,6.33,False,2020-02-05
2020-02-12,29,58,73.1,13.52,1,0.23,True,2020-02-19
2020-02-22,43,87,60.27,68.99,0,9.32,False,2020-02-29
2020-02-09,9,12,12.86,99.32,0,8.38,True,2020-02-11
2020-02-22,1,46,78.22,4.35,1,6.02,True,2020-02-26
2020-01-31,28,33,66.08,44.83,1,6.95,False,2020-02-01
2020-01-27,26,10,96.1,69.14,1,0.64,False,2020-01-28
2020-02-17,28,33,79.37,55.76,1,0.78,False,2020-02-18
2020-01-09,15,38,70.67,36.86,1,9.52,True,2020-01-10
2020-01-07,50,33,94.52,42.63,0,0.24,True,2020-01-14
2020-02-04,39,8,92.71,86.84,0,7.44,True,2020-02-09
2020-03-07,9,5,82.24,4.65,1,6.58,False,2020-03-14
2020-03-31,27,84,67.61,31.57,0,9.87,False,2020-04-06
2020-03-25,48,35,14.51,60.93,0,5.72,True,2020-03-26
2020-01-08,34,10,20.57,86.04,0,4.39,True,2020-01-15
2020-01-15,30,47,95.0,89.29,1,4.3,False,2020-01-17
2020-02-21,49,58,7.43,39.36,1,8.57,True,2020-02-27
2020-01-21,34,25,77.12,0.69,0,2.52,True,2020-01-22
2020-03-05,49,92,45.05,54.86,1,8.76,True,2020-03-06
2020-02-23,3,88,0.56,52.57,1,2.06,False,2020-02-24
2020-03-16,27,61,34.72,97.33,1,7.96,True,2020-03-22
2020-01-08,5,76,21.27,9.13,1,7.6,True,2020-01-13
2020-01-30,18,64,88.7,30.53,0,9.46,True,2020-02-03
2020-03-11,32,98,28.76,80.16,1,4.71,False,2020-03-15
2020-01-15,36,20,23.4,53.07,0,7.23,True,2020-01-17
2020-01-12,21,1,41.0,7.33,0,8.82,False,2020-01-18
2020-03-14,36,12,12.14,63.09,1,3.04,False,2020-03-15
2020-01-12,15,78,63.08,54.66,1,5.45,False,2020-01-18
2020-02-02,37,37,90.71,85.3,1,7.45,False,2020-02-09
2020-04-06,7,21,77.21,87.37,0,1.38,True,2020-04-13
2020-01-25,8,47,85.38,18.66,0,1.03,False,2020-01-30
2020-03-29,45,69,67.49,94.65,1,2.21,True,2020-03-31
2020-02-17,42,97,22.92,74.17,1,7.52,False,2020-02-23
2020-02-08,45,66,27.5,49.82,1,8.18,False,2020-02-15
2020-02-01,11,64,75.1,0.3,1,4.11,False,2020-02-02
2020-03-12,3,72,85.14,44.67,0,7.97,False,2020-03-16
2020-01-09,46,77,10.78,58.53,1,1.62,False,2020-01-16
2020-01-08,35,83,9.63,82.28,0,8.15,True,2020-01-15
2020-02-06,7,5,71.79,99.16,1,0.29,True,2020-02-11
2020-01-09,42,97,20.35,70.12,1,1.59,False,2020-01-10
2020-02-06,50,79,10.24,21.29,0,9.57,True,2020-02-13
2020-01-06,40,78,95.93,33.34,0,4.95,True,2020-01-13
2020-04-01,49,97,81.51,79.38,0,1.91,False,2020-04-03
2020-03-23,11,76,71.23,14.98,0,3.45,False,2020-03-26
2020-02-24,35,89,78.15,47.13,0,9.62,True,2020-03-01
2020-02-14,1,39,93.41,18.71,1,8.52,False,2020-02-16
2020-01-04,42,26,64.84,86.75,0,8.01,True,2020-01-07
2020-03-01,20,63,11.07,62.82,0,2.39,False,2020-03-02
2020-03-11,32,87,82.76,24.63,1,1.73,True,2020-03-12
2020-01-21,31,4,56.23,45.07,1,4.54,False,2020-01-25
2020-03-19,19,63,68.8,95.98,0,6.38,False,2020-03-22
2020-01-10,12,84,22.4,51.0,0,8.92,False,2020-01-15
2020-03-06,30,3,46.69,15.37,0,3.06,False,2020-03-11
2020-01-05,2,3,35.82,0.53,0,1.25,False,2020-01-11
2020-01-12,18,98,43.98,26.91,1,4.11,False,2020-01-17
2020-02-04,28,16,39.79,2.47,0,3.6,True,2020-02-11
2020-03-16,34,45,73.19,16.03,1,0.63,False,2020-03-17
2020-01-06,4,47,14.39,26.31,0,4.77,False,2020-01-11
2020-02-10,25,26,43.52,56.83,1,8.32,True,2020-02-11
2020-04-03,17,98,32.98,61.36,1,0.42,True,2020-04-08
2020-01-21,3,88,42.61,38.95,1,1.0,True,2020-01-26
2020-03-23,5,59,44.79,92.14,1,6.5,True,2020-03-27
2020-01-15,32,24,48.16,28.26,0,4.5,True,2020-01-17
2020-03-07,20,93,88.45,77.29,1,5.67,False,2020-03-09
2020-02-08,19,42,61.82,74.53,0,0.55,False,2020-02-13
2020-01-09,9,15,51.46,54.21,1,6.18,True,2020-01-12
2020-01-04,48,97,10.71,90.2,1,2.28,False,2020-01-07
2020-01-24,40,11,9.9,12.2,0,4.11,False,2020-01-25
2020-03-15,17,4,77.51,37.92,0,8.8,True,2020-03-21
2020-01-03,12,40,23.45,0.64,1,2.76,False,2020-01-09
2020-02-23,5,34,39.64,69.76,0,8.61,False,2020-02-27
2020-02-08,44,80,96.54,33.48,0,3.5,True,2020-02-10
2020-01-15,4,100,4.0,3.95,0,2.89,False,2020-01-16
2020-02-09,49,91,98.73,6.32,0,0.75,True,2020-02-16
2020-01-18,16,42,46.23,33.39,0,2.71,True,2020-01-21
2020-03-20,40,67,99.48,61.72,1,4.22,False,2020-03-22
2020-02-09,44,18,71.64,81.01,0,2.08,True,2020-02-10
2020-02-11,6,27,73.64,36.98,1,7.63,False,2020-02-14
2020-03-10,19,26,20.97,73.92,1,4.8,False,2020-03-16
2020-01-14,7,54,80.18,54.58,0,5.44,True,2020-01-21
2020-03-12,39,66,75.99,39.11,0,1.04,True,2020-03-15
2020-02-26,50,2,62.15,17.32,0,6.49,True,2020-03-04
2020-03-29,26,32,56.27,1.23,0,3.38,False,2020-04-04
2020-03-11,27,37,51.13,35.54,1,5.95,True,2020-03-18
2020-04-01,22,17,43.98,63.61,1,5.86,False,2020-04-03
2020-01-10,39,84,53.73,3.11,0,7.55,True,2020-01-16
2020-01-19,4,56,6.97,1.0,0,8.49,True,2020-01-24
2020-03-05,49,24,90.65,74.87,0,4.88,True,2020-03-06
2020-03-17,7,25,1.5,12.03,0,4.87,True,2020-03-21
2020-03-23,36,85,53.96,49.21,0,2.03,False,2020-03-27
2020-01-29,46,53,93.54,81.32,0,8.73,False,2020-02-05
2020-03-24,21,4,65.64,21.78,0,6.84,True,2020-03-27
2020-03-06,9,15,1.0,37.26,0,1.61,False,2020-03-13
2020-03-31,39,24,93.16,31.95,0,7.14,True,2020-04-04
2020-02-22,8,35,65.38,36.45,0,6.38,False,2020-02-25
2020-04-01,24,22,1.75,17.55,1,8.04,True,2020-04-06
2020-03-11,36,58,10.29,7.97,1,8.65,True,2020-03-17
2020-01-04,35,50,81.3,56.21,1,7.05,False,2020-01-11
2020-01-13,15,22,72.21,95.31,1,0.78,True,2020-01-17
2020-02-18,11,19,74.46,57.99,0,8.15,True,2020-02-25
2020-02-27,17,10,1.49,63.91,0,1.16,False,2020-02-29
2020-02-13,5,38,44.46,97.65,1,9.78,True,2020-02-18
2020-01-03,5,22,45.08,94.42,0,9.01,True,2020-01-06
2020-03-19,15,86,13.64,3.25,1,2.61,False,2020-03-26
2020-02-20,24,79,72.57,21.94,0,1.34,True,2020-02-23
2020-04-03,30,76,9.02,3.01,1,9.7,False,2020-04-10
2020-02-14,9,51,79.62,7.28,1,5.12,True,2020-02-17
2020-04-07,46,71,86.05,93.67,0,2.96,True,2020-04-09
2020-01-09,46,44,22.68,61.91,1,4.55,False,2020-01-11
2020-03-10,7,61,94.99,33.35,1,0.05,True,2020-03-14
2020-01-26,36,76,43.66,15.85,1,0.83,True,2020-01-27
2020-02-14,6,96,33.39,35.29,0,2.37,False,2020-02-20
2020-03-18,37,33,97.87,55.55,0,7.9,False,2020-03-19
2020-01-01,24,68,0.88,46.94,0,5.28,True,2020-01-02
2020-02-07,21,18,68.07,2.05,1,6.2,False,2020-02-11
2020-02-25,26,27,42.12,15.6,1,8.02,True,2020-03-01
2020-02-16,16,42,95.05,37.49,1,8.38,True,2020-02-19
2020-02-16,21,100,93.58,45.62,0,1.23,False,2020-02-17
2020-02-21,3,3,18.11,24.19,1,3.95,False,2020-02-26
2020-02-27,41,91,5.9,37.71,1,4.75,True,2020-02-29
2020-01-17,22,71,8.97,14.86,0,6.16,True,2020-01-21
2020-01-14,8,70,84.94,1.38,1,5.62,True,2020-01-20
2020-01-10,48,88,43.1,14.52,0,8.88,False,2020-01-13
2020-01-05,13,49,90.19,93.66,1,4.73,False,2020-01-08
2020-01-06,16,67,38.85,82.63,1,9.23,False,2020-01-13
2020-03-31,7,67,66.64,36.94,0,7.02,True,2020-04-04
2020-03-04,47,43,69.05,63.35,1,1.18,False,2020-03-06
2020-01-09,46,47,69.62,99.73,0,5.65,False,2020-01-16
2020-03-31,20,13,73.35,58.88,0,6.16,False,2020-04-02
2020-02-02,41,97,11.46,59.53,1,6.84,False,2020-02-08
2020-02-22,27,54,0.92,15.56,0,1.79,False,2020-02-25
2020-02-23,47,3,29.56,17.53,0,6.03,True,2020-02-26
2020-02-24,48,84,94.76,45.71,1,6.29,True,2020-02-29
2020-01-04,49,48,60.4,6.16,0,3.93,False,2020-01-08
2020-02-23,42,28,20.08,19.46,0,9.08,False,2020-02-27
2020-02-06,13,63,15.48,42.12,1,4.48,True,2020-02-07
2020-02-08,28,21,98.25,44.43,1,8.64,True,2020-02-10
2020-01-28,27,45,72.94,26.86,0,8.74,True,2020-02-01
2020-01-24,10,57,95.0,74.67,0,1.35,False,2020-01-27
2020-01-22,25,39,2.64,94.52,0,4.22,False,2020-01-29
2020-03-26,5,73,31.82,12.19,0,2.96,False,2020-03-31
2020-02-08,28,45,93.19,84.83,0,2.06,False,2020-02-14
2020-03-17,8,61,97.79,40.4,0,2.63,False,2020-03-24
2020-04-01,39,91,80.47,82.6,1,3.59,True,2020-04-03
2020-04-09,18,2,74.02,43.69,0,2.48,True,2020-04-12
2020-01-07,10,100,95.23,90.6,0,4.94,False,2020-01-12
2020-01-23,22,38,3.68,40.57,1,1.26,False,2020-01-29
2020-04-05,4,13,57.42,54.72,0,6.68,False,2020-04-08
2020-03-22,32,97,54.29,25.69,1,4.95,False,2020-03-24
2020-01-16,13,96,57.02,47.6,0,0.75,False,2020-01-17
2020-01-14,30,2,97.71,79.36,1,4.19,True,2020-01-20
2020-02-04,3,5,24.65,45.8,0,9.45,True,2020-02-09
2020-02-11,34,1,81.29,21.29,1,3.29,False,2020-02-18
2020-04-05,39,83,93.95,75.89,0,9.99,False,2020-04-11
2020-03-27,8,74,10.62,74.92,1,5.78,False,2020-03-29
2020-03-17,7,53,63.54,75.97,1,2.15,False,2020-03-22
2020-02-24,2,44,86.78,89.26,0,9.84,False,2020-02-28
2020-02-27,16,12,1.81,95.55,0,3.06,False,2020-03-04
2020-01-10,15,68,50.83,42.44,0,2.71,False,2020-01-14
2020-01-03,49,38,20.87,49.96,1,1.86,False,2020-01-10
2020-01-23,46,38,0.33,36.21,0,6.47,False,2020-01-30
2020-04-01,49,93,84.93,53.2,1,9.65,True,2020-04-07
2020-03-03,37,20,94.04,17.72,1,3.32,True,2020-03-08
2020-01-03,49,65,36.88,24.22,0,4.17,False,2020-01-09
2020-02-14,20,29,49.08,39.73,1,0.93,False,2020-02-15
2020-03-06,26,71,87.64,20.71,1,7.55,True,2020-03-11
2020-04-03,29,24,60.27,9.88,0,9.49,True,2020-04-05
2020-01-31,14,13,44.02,13.1,0,5.69,True,2020-02-05
2020-03-10,2,18,29.82,72.21,0,2.39,False,2020-03-11
2020-02-03,2,6,12.8,26.13,0,0.75,False,2020-02-08
2020-02-19,49,14,33.1,47.7,0,1.43,True,2020-02-23
2020-01-17,33,11,54.59,18.07,0,7.37,False,2020-01-19
2020-02-28,29,35,39.63,24.7,1,9.93,True,2020-03-01
2020-03-08,22,17,45.97,90.29,0,7.53,False,2020-03-14
2020-02-23,38,24,83.62,9.76,1,5.24,False,2020-02-24
2020-03-03,42,11,88.92,41.59,0,1.13,True,2020-03-04
2020-03-19,9,3,25.25,35.87,1,7.18,False,2020-03-22
2020-03-10,49,2,49.88,53.9,0,5.56,False,2020-03-17
2020-04-04,19,100,31.93,87.05,1,5.24,True,2020-04-10
2020-01-03,2,72,12.47,6.08,0,2.56,True,2020-01-10
2020-01-11,37,74,67.21,94.7,1,7.55,True,2020-01-18
2020-03-21,15,59,64.22,10.46,1,4.03,False,2020-03-22
2020-01-05,40,63,80.19,4.98,0,1.77,True,2020-01-08
2020-02-21,13,62,14.57,30.48,0,2.9,False,2020-02-25
2020-03-29,11,62,70.61,91.49,0,8.54,True,2020-04-02
2020-04-05,35,43,90.72,89.48,1,5.75,True,2020-04-10
2020-02-14,11,17,2.8,45.72,1,0.73,True,2020-02-16
2020-01-01,2,53,88.85,16.61,0,1.77,False,2020-01-05
2020-03-30,7,54,47.2,48.51,1,8.39,True,2020-04-01
2020-02-08,12,9,50.09,74.89,1,3.07,False,2020-02-15
2020-02-25,8,34,73.27,94.82,1,9.15,True,2020-02-27
2020-01-14,28,52,73.8,0.47,0,8.96,True,2020-01-21
2020-02-19,36,35,10.99,76.64,1,4.37,False,2020-02-24
2020-03-21,8,4,79.77,97.29,1,8.96,True,2020-03-25
2020-02-29,49,79,2.4,98.87,1,4.39,False,2020-03-05
2020-03-05,33,56,70.92,80.92,1,5.73,True,2020-03-12
2020-04-07,46,74,3.8,70.35,1,8.9,True,2020-04-09
2020-03-29,40,49,15.71,61.92,0,0.06,False,2020-03-31
2020-01-19,1,76,16.91,34.64,0,7.99,True,2020-01-25
2020-02-27,3,70,44.04,34.99,1,6.95,False,2020-02-29
2020-02-15,10,38,44.07,28.09,0,1.07,True,2020-02-20
2020-01-13,20,64,55.63,6.1,1,4.8,False,2020-01-20
2020-03-15,36,5,9.85,22.48,0,5.0,False,2020-03-22
2020-01-08,41,62,61.49,32.29,0,1.59,False,2020-01-15
2020-03-29,47,12,23.52,51.11,1,0.51,False,2020-04-01
2020-03-22,36,75,14.65,99.49,1,7.72,True,2020-03-29
2020-01-26,23,31,36.54,14.64,1,5.58,True,2020-01-28
2020-03-06,23,30,85.41,85.61,1,6.91,True,2020-03-08
2020-01-14,46,8,91.28,40.15,1,2.59,True,2020-01-15
2020-01-04,19,64,5.99,75.01,1,6.32,True,2020-01-05
2020-03-02,33,42,98.23,68.62,1,3.11,True,2020-03-03
2020-02-14,39,40,89.56,1.7,1,3.32,False,2020-02-21
2020-01-01,4,66,59.82,35.51,1,4.0,False,2020-01-06
2020-03-10,35,44,78.29,48.07,0,6.27,False,2020-03-13
2020-03-17,13,83,30.08,80.14,1,4.39,True,2020-03-18
2020-01-26,48,1,31.69,51.77,0,1.18,True,2020-02-01
2020-04-08,19,64,54.82,53.83,0,1.09,False,2020-04-10
2020-02-09,10,5,49.57,57.72,0,9.16,False,2020-02-16
2020-03-20,38,25,93.42,63.91,1,5.63,False,2020-03-25
2020-01-05,18,76,60.98,9.15,0,2.21,True,2020-01-10
2020-04-05,49,42,64.91,87.09,0,6.22,False,2020-04-10
2020-02-02,25,61,85.33,50.53,0,4.91,False,2020-02-06
2020-01-03,32,30,24.31,31.65,1,1.36,False,2020-01-07
2020-03-30,1,36,59.21,58.99,1,6.78,False,2020-03-31
2020-02-04,9,13,13.18,29.75,1,9.33,True,2020-02-09
2020-02-24,8,33,91.06,27.04,0,2.52,True,2020-02-29
2020-02-03,34,25,62.45,3.16,0,7.05,True,2020-02-06
2020-02-26,49,86,66.38,9.63,0,8.69,False,2020-02-29
2020-04-09,29,58,71.07,63.0,1,6.53,False,2020-04-10
2020-01-24,31,8,18.75,99.81,0,5.32,False,2020-01-25
2020-02-09,46,13,10.57,98.98,1,8.28,True,2020-02-13
2020-02-26,14,83,19.77,85.66,1,4.41,False,2020-03-04
2020-01-05,5,27,68.88,50.74,1,7.95,True,2020-01-06
2020-02-04,4,36,56.59,53.4,0,3.57,False,2020-02-08
2020-01-01,3,67,61.93,67.64,0,8.52,False,2020-01-02
2020-03-17,29,33,4.12,52.21,1,2.69,True,2020-03-21
2020-03-12,12,89,73.88,79.29,1,1.03,True,2020-03-16
2020-01-27,28,88,17.34,40.28,1,1.95,False,2020-01-28
2020-03-04,40,34,94.11,83.28,1,2.88,False,2020-03-08
2020-03-24,3,55,64.86,90.13,0,1.76,False,2020-03-29
2020-02-06,21,66,29.94,93.83,1,6.13,True,2020-02-12
2020-02-17,41,73,34.85,85.68,0,2.61,True,2020-02-20
2020-02-15,45,74,79.14,48.21,0,9.01,True,2020-02-21
2020-02-11,10,76,78.51,45.52,1,7.26,False,2020-02-12
2020-03-03,32,64,16.04,48.88,1,6.21,False,2020-03-08
2020-02-06,12,74,80.17,76.21,0,7.05,False,2020-02-07
2020-04-03,26,31,23.16,35.86,1,4.5,False,2020-04-09
2020-02-03,31,37,57.24,54.71,0,5.07,False,2020-02-07
2020-02-23,6,16,82.6,82.45,0,8.66,False,2020-02-27
2020-03-02,23,71,89.91,79.12,0,1.4,False,2020-03-06
2020-02-02,15,100,53.41,97.08,1,7.92,False,2020-02-03
2020-01-16,12,53,26.1,92.57,1,6.65,True,2020-01-21
2020-03-14,33,12,90.85,39.67,1,2.15,False,2020-03-18
2020-02-17,19,50,27.16,49.18,1,3.95,False,2020-02-19
2020-04-01,15,33,96.33,67.11,1,4.12,True,2020-04-03
2020-03-01,6,40,73.13,44.33,0,9.97,True,2020-03-06
2020-02-25,31,22,59.73,75.56,0,2.97,False,2020-03-01
2020-01-11,27,24,12.71,80.3,1,0.74,True,2020-01-13
2020-01-03,22,69,52.98,93.19,1,5.27,False,2020-01-09
2020-02-02,13,68,97.45,85.24,1,2.43,True,2020-02-03
2020-02-25,3,59,35.19,11.51,0,3.78,True,2020-02-26
2020-02-08,14,17,23.92,87.98,0,1.21,False,2020-02-12
2020-04-02,49,28,50.09,54.45,0,7.81,True,2020-04-06
2020-03-16,35,3,35.49,1.69,1,5.64,True,2020-03-22
2020-03-20,7,70,35.59,70.13,1,5.54,True,2020-03-23
2020-02-02,28,71,21.78,82.38,1,8.93,False,2020-02-03
2020-02-29,19,44,93.02,50.45,1,1.42,False,2020-03-02
2020-04-05,35,1,19.06,38.94,0,5.63,True,2020-04-12
2020-04-08,15,1,87.06,64.47,1,2.72,True,2020-04-09
2020-02-29,47,52,72.01,14.63,0,8.41,True,2020-03-06
2020-01-01,2,79,45.91,92.8,1,7.49,True,2020-01-02
2020-03-14,8,85,53.72,13.41,0,2.49,True,2020-03-18
2020-01-15,26,63,63.71,76.48,0,0.98,True,2020-01-18
2020-01-27,20,90,96.83,10.06,0,4.77,False,2020-02-03
2020-03-30,13,41,75.61,35.6,1,1.01,False,2020-04-06
2020-03-24,39,79,77.41,34.27,0,4.21,False,2020-03-31
2020-03-06,43,90,79.78,53.71,1,9.5,True,2020-03-11
2020-02-10,1,66,5.75,83.64,0,0.77,True,2020-02-15
